timestamp,setting,dataset,base_model_names,meta_hidden_dim,meta_dropout_rate,meta_learner_type,softmax_temperature,mae,mse,rmse,mape,mspe,dtw
2025-09-12 15:18:29,stacking_attention_fusion__custom_vue_ftM_sl84_ll84_pl84_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,vue_all_roll_ewma_span28_normalize,"['PatchTST', 'SegRNN']",64,0.0,attention_fusion,1.0,0.15864465,0.05343117,0.23115183,0.16133647,1.1550654,-999
