Repo_Name,DTA_Standard,DTA_Linear,DTA_NoWeight,GT_Intensity_Mean,GT_Trend_Slope,GT_Stability_InvCV,CHAOSS_Review_Intensity,Base_HAA,Base_RM,Base_LTE
transformers,96.53174543827593,68.12484274134746,96.57595157623291,4.674560849849714,0.006600635491232659,15.575794287710666,1.0147023436025893,4.439251247870561,4.5353744159394,4.53863191915015
vscode,92.28887975946586,55.42131020207821,91.63358211517334,3.958347698090818,0.008337746604288645,8.664317370053176,0.7352160730366506,3.939476533340236,3.589095252545134,2.9656325165645527
kubernetes,77.24380185771308,39.33252708928386,77.59454250335693,1.8204307172948107,-0.009147825618378918,4.271679155985123,1.5009418897605213,1.6989768489759687,2.018481253707608,2.509987451026788
react-naive,54.480174843192245,23.456523790320826,60.982489585876465,1.1510908081974542,-0.005539851299117669,3.330601519408382,19.276435680961765,1.5584866957335575,1.7368843642989444,2.062604583686807
vue,52.365473187039846,23.475477106198813,38.83548974990845,0.6188794511535957,-0.003878210259305525,1.9731681432924761,0.5250156617638922,0.8572608320699354,0.9452561347465345,0.7414594086419556
